0,33.50172355
0.0055,58.22694431
0.011,84.66742283
0.0165,141.5712311
0.022,205.6863348
0.0275,228.3854403
0.033,277.8112525
0.0385,323.3836282
0.044,355.2253214
0.0495,381.2792952
0.055,417.2993564
0.0605,444.4818818
0.066,453.3459821
0.0715,472.1515404
0.077,487.8896901
0.0825,490.7838138
0.088,501.4609855
0.0935,530.9354471
0.099,547.946582
0.1045,561.0119203
0.11,580.8373093
0.1155,591.2600951
0.121,601.5817247
0.1265,611.9142615
0.132,624.4490134
0.1375,628.3853101
0.143,633.0689313
0.1485,629.5319819
0.154,629.6526656
0.1595,624.3654496
0.165,625.2688187
0.1705,624.9287578
0.176,626.6999594
0.1815,624.2146828
0.187,625.6062406
0.1925,626.056078
0.198,625.9607272
0.2035,618.506129
0.209,617.6674999
0.2145,613.0473872
0.22,613.4356512
0.2255,613.5938067
0.231,616.8112784
0.2365,616.5630499
0.242,613.59539
0.2475,609.3047827
0.253,603.1771783
0.2585,605.9747197
0.264,604.0335757
0.2695,602.5380468
0.275,601.2763208
0.2805,595.8235604
0.286,584.5997932
0.2915,574.1653964
0.297,573.7732621
0.3025,561.6060152
0.308,555.8566471
0.3135,548.5146402
0.319,544.1142563
0.3245,535.0427418
0.33,531.6347445
0.3355,526.8327265
0.341,516.3779226
0.3465,508.3686364
0.352,500.204889
0.3575,496.8771131
0.363,498.0021462
0.3685,505.4621981
0.374,510.2585865
0.3795,519.8089659
0.385,537.6198506
0.3905,559.1064888
0.396,584.2168069
0.4015,622.0253102
0.407,663.2277368
0.4125,699.4787861
0.418,747.7025104
0.4235,795.0330693
0.429,841.0686525
0.4345,889.2967749
0.44,935.3130065
0.4455,966.199785
0.451,1001.586696
0.4565,1034.647542
0.462,1063.728462
0.4675,1088.894196
0.473,1117.097959
0.4785,1144.533815
0.484,1164.779135
0.4895,1187.391334
0.495,1209.012906
0.5005,1226.363222
0.506,1238.812474
0.5115,1254.627855
0.517,1263.210653
0.5225,1274.965006
0.528,1289.348366
0.5335,1306.438139
0.539,1328.850313
0.5445,1355.920423
0.55,1387.989938
0.5555,1419.650077
0.561,1450.645929
0.5665,1479.833458
0.572,1506.893893
0.5775,1522.378536
0.583,1538.021687
0.5885,1557.259314
0.594,1572.930085
0.5995,1592.650975
0.605,1614.861364
0.6105,1639.053888
0.616,1648.619045
0.6215,1660.084355
0.627,1664.599441
0.6325,1674.162311
0.638,1680.294666
0.6435,1694.289234
0.649,1702.199651
0.6545,1714.823068
0.66,1730.934177
0.6655,1742.865686
0.671,1756.724792
0.6765,1773.708307
0.682,1788.532181
0.6875,1801.36354
0.693,1818.822225
0.6985,1839.224293
0.704,1860.367176
0.7095,1882.685406
0.715,1905.44714
0.7205,1927.848759
0.726,1945.917196
0.7315,1959.174643
0.737,1972.457599
0.7425,1977.047453
0.748,1986.610675
0.7535,1993.415058
